candidate,protocol,phase,scene_token,sample_token,timestamp,batch_index,decoder_layer,query_index,query_source,action,previous_action,gap_age,base_positive_evidence,lost_strength,restoration_budget,actual_bonus,motion_gate,source_gate,reliability_gate,previous_source_vector,current_source_vector,previous_center,current_center,current_center_global,velocity_extrapolated_center,predicted_class,predicted_score,write_mask,memory_write,memory_slot,future_1_exists,future_3_exists,future_5_exists,gt_matched,gt_token,gt_class,class_correct,center_distance,velocity_error,tp,fp,first_correct_recovery_frame,false_recovery_duration,memory_pollution_duration,b0_already_matched_gt,improved_gt_match_vs_b0
b0,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,1533151607.548824,8,5,655,propagated,keep,recover,1.0,0.4015122950077057,0.13503074645996094,0.03212098404765129,0.0,0.9031639695167542,0.0,0.7249476909637451,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.9998990297317505, 0.0, 0.0]","[-4.4727783203125, -17.782318115234375, -1.609182357788086]","[-2.9776039123535156, -20.643585205078125, -1.2705936431884766]","[615.0804443359375, 1642.7197265625, 1.624693751335144]","[-4.49532413482666, -22.27895736694336, -1.609182357788086]",barrier,0.0002472710039000958,True,False,-1,False,False,False,False,,,False,2.1051207313802487,,False,True,,0,0,False,False
b0,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,1533151607.548824,8,5,666,propagated,keep,recover,2.0,0.5851492285728455,1.317805290222168,0.046543899923563004,0.0,0.9951590299606323,3.384188463940796e-19,0.6931020021438599,"[0.20396476984024048, 0.4038509726524353, 0.0, 0.0, 0.0, 0.392184317111969]","[0.0, 0.0, 0.0, 0.9997053742408752, 0.0, 5.165168034867933e-19]","[6.65521240234375, -20.262725830078125, -1.3687705993652344]","[6.645153045654297, -20.79389762878418, -0.877357006072998]","[608.8405151367188, 1635.3909912109375, 1.9832183122634888]","[6.664652347564697, -20.821630477905273, -1.3687705993652344]",pedestrian,0.35271066427230835,True,True,10,True,True,False,True,aa0ab0cab40d4467aa12cd5c491829d3,pedestrian,True,0.4852452321918947,0.21845351947790434,True,False,8,0,0,True,False
b0,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,1533151607.548824,8,5,678,propagated,keep,recover,2.0,0.55060213804245,1.2053070068359375,0.04404817149043083,0.0,0.9958512187004089,5.138767870915836e-21,0.7043511271476746,"[0.008604797534644604, 0.0, 0.39559340476989746, 0.0, 0.595801830291748, 0.0]","[0.0, 0.0, 0.0, 0.9998936653137207, 6.16813961717231e-21, 0.0]","[-9.171875, -26.2147216796875, -1.8539409637451172]","[-9.393226623535156, -26.95560073852539, -1.499464511871338]","[614.3092041015625, 1651.6888427734375, 1.7434747219085693]","[-9.124968528747559, -26.85434341430664, -1.8539409637451172]",pedestrian,0.3248395621776581,True,True,15,True,False,False,True,101185cd967c4b039511966867bd0c55,pedestrian,True,0.4441355587010656,0.06498688783990643,True,False,8,0,0,True,False
b0,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,1533151607.548824,8,5,687,propagated,keep,recover,1.0,0.5034345388412476,0.7848596572875977,0.040274761617183685,0.0,0.9989520907402039,2.5649616233595386e-14,0.6986775398254395,"[0.07971716672182083, 0.0, 0.40981531143188477, 0.0, 0.5104674696922302, 0.0]","[0.0, 0.0, 0.0, 0.999923586845398, 3.3133289541924585e-14, 0.0]","[-10.1826171875, -21.864501953125, -1.6494560241699219]","[-10.273380279541016, -22.536624908447266, -1.4404575824737549]","[618.2720947265625, 1649.5499267578125, 1.5825656652450562]","[-10.186758995056152, -22.501401901245117, -1.6494560241699219]",pedestrian,0.29446128010749817,True,True,19,True,True,False,True,09ed64da038c4baba2468c94874e1e19,pedestrian,True,0.4004001668761195,0.028413828529353837,True,False,8,0,0,True,False
b0,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,1533151607.548824,8,5,716,propagated,defer,defer,1.0,0.641356348991394,0.0,0.0,0.0,0.9784666299819946,0.0,0.706510066986084,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9997274279594421, 0.0, 4.3641810011401924e-20]","[9.31463623046875, -29.72857666015625, -1.8851509094238281]","[8.682231903076172, -29.0944881439209, -1.1541647911071777]","[601.145751953125, 1639.1190185546875, 2.118046283721924]","[9.284383773803711, -29.53209686279297, -1.8851509094238281]",pedestrian,0.43081265687942505,False,True,4,True,True,False,True,9e8c9ceb4d984442b41fcc25342df4b4,pedestrian,True,1.1825643528325616,0.20665572456552897,True,False,8,0,0,True,False
b0,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,1533151607.548824,8,5,741,propagated,keep,recover,2.0,0.5837610960006714,0.878535270690918,0.046543899923563004,0.0,0.9931914806365967,7.202864606842274e-13,0.7023642063140869,"[0.0, 0.21097926795482635, 0.0, 0.0, 0.0, 0.7890207171440125]","[0.0, 0.0, 0.0, 0.9998669624328613, 0.0, 7.454928059417998e-13]","[9.977294921875, -22.687835693359375, -1.760812759399414]","[9.625144958496094, -22.915246963500977, -1.353546380996704]","[605.2904663085938, 1634.4642333984375, 1.6020662784576416]","[9.977294921875, -22.687835693359375, -1.760812759399414]",traffic_cone,0.1287114918231964,True,True,92,False,False,False,False,,,False,3.4182350206919074,,False,True,,1,1,False,False
b0,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,1533151607.548824,8,5,794,propagated,defer,defer,2.0,0.4808596670627594,0.0,0.0,0.0,0.9921633005142212,0.0,0.751109778881073,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9997352957725525, 0.0, 7.921597134762787e-14]","[10.986328125, -27.05694580078125, -1.5927963256835938]","[10.62628173828125, -26.645729064941406, -1.1220324039459229]","[601.79052734375, 1636.06103515625, 2.017747402191162]","[10.978666305541992, -26.427589416503906, -1.5927963256835938]",pedestrian,0.14329835772514343,False,True,81,False,False,False,False,,,False,2.661060885650657,,False,True,,0,0,False,False
b0,camera_crash_5,recovery_1_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,1538984237.446737,48,5,741,propagated,keep,recover,1.0,0.4297291338443756,0.6273064613342285,0.034378331154584885,0.0,0.9709782004356384,9.537357570366112e-10,0.6924658417701721,"[0.0, 0.0, 0.20080828666687012, 0.0, 0.7991917133331299, 0.0]","[0.0, 0.0, 0.0, 0.9999885559082031, 9.833701630768132e-10, 0.0]","[-14.5728759765625, -26.90325927734375, -1.9712677001953125]","[-14.519725799560547, -25.691238403320312, -1.944026231765747]","[737.1028442382812, 1805.5615234375, 1.0035098791122437]","[-14.572876930236816, -26.90325927734375, -1.9712677001953125]",bicycle,0.09989484399557114,True,True,104,False,False,False,True,4568d80512604a31a3adc93ff236bf5a,bicycle,True,1.038644462150776,2.221219448701909e-06,True,False,8,0,0,True,False
b0,camera_crash_5,recovery_1_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,1538984237.446737,48,5,845,propagated,defer,defer,4.0,0.4021035432815552,0.0,0.0,0.0,0.9051268696784973,0.0,0.707398533821106,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999837875366211, 0.0, 0.0]","[-3.741241455078125, -28.6231689453125, -2.0000572204589844]","[-3.021137237548828, -26.933744430541992, -1.701688289642334]","[728.7748413085938, 1813.5870361328125, 1.2373195886611938]","[-4.348969459533691, -28.703447341918945, -2.0000572204589844]",pedestrian,0.04718000069260597,False,True,214,False,False,False,False,,,False,5.249272978969507,,False,True,,0,0,False,False
b0,camera_crash_5,recovery_1_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,1538984237.446737,48,5,847,propagated,defer,defer,4.0,0.3730085790157318,0.0,0.0,0.0,0.9512810111045837,0.0,0.7337639927864075,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999858140945435, 0.0, 0.0]","[-0.79913330078125, -25.07421875, -1.8847236633300781]","[-2.1892127990722656, -23.832046508789062, -1.5966169834136963]","[726.2145385742188, 1811.6458740234375, 1.2116243839263916]","[-1.3860554695129395, -25.162166595458984, -1.8847236633300781]",pedestrian,0.07686594128608704,False,True,148,False,False,False,False,,,False,2.0540606791684795,,False,True,,0,0,False,False
