candidate,protocol,phase,scene_token,sample_token,timestamp,batch_index,decoder_layer,query_index,query_source,action,previous_action,gap_age,base_positive_evidence,lost_strength,restoration_budget,actual_bonus,motion_gate,source_gate,reliability_gate,previous_source_vector,current_source_vector,previous_center,current_center,current_center_global,velocity_extrapolated_center,predicted_class,predicted_score,write_mask,memory_write,memory_slot,topk_selected,candidate_event,pending_event,confirmation_ready,confirmed_event,rejected_event,memory_isolated,pending_runtime_id,confirmed_runtime_id,future_1_exists,future_3_exists,future_5_exists,gt_matched,gt_token,gt_class,class_correct,center_distance,velocity_error,tp,fp,first_correct_recovery_frame,false_recovery_duration,memory_pollution_duration,b0_already_matched_gt,improved_gt_match_vs_b0
r2_a_zero,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,1533151607.548824,8,5,655,propagated,defer,recover,1.0,0.4015122950077057,0.13503074645996094,0.03212098404765129,0.0,0.9031639695167542,1.0,0.7249476909637451,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.9998990297317505, 0.0, 0.0]","[-4.4727783203125, -17.782318115234375, -1.609182357788086]","[-2.9776039123535156, -20.643585205078125, -1.2705936431884766]","[615.0804443359375, 1642.7197265625, 1.624693751335144]","[-4.49532413482666, -22.27895736694336, -1.609182357788086]",barrier,5.641899406327866e-05,False,False,-1,False,True,True,False,False,False,True,0,-1,False,False,False,False,,,False,2.1051207313802487,,False,True,,0,0,False,False
r2_a_zero,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,1533151607.548824,8,5,741,propagated,defer,recover,2.0,0.5837610960006714,0.878535270690918,0.046543899923563004,0.0,0.9931914806365967,1.0,0.7023642063140869,"[0.0, 0.21097926795482635, 0.0, 0.0, 0.0, 0.7890207171440125]","[0.0, 0.0, 0.0, 0.9998669624328613, 0.0, 7.454928059417998e-13]","[9.977294921875, -22.687835693359375, -1.760812759399414]","[9.625144958496094, -22.915246963500977, -1.353546380996704]","[605.2904663085938, 1634.4642333984375, 1.6020662784576416]","[9.977294921875, -22.687835693359375, -1.760812759399414]",traffic_cone,0.025786390528082848,False,False,-1,False,True,True,False,False,False,True,5,-1,False,False,False,False,,,False,3.4182350206919074,,False,True,,0,0,False,False
r2_a_zero,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,1533151607.548824,8,5,794,propagated,defer,defer,2.0,0.4808596670627594,0.0,0.0,0.0,0.9921633005142212,1.0,0.751109778881073,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9997352957725525, 0.0, 7.921597134762787e-14]","[10.986328125, -27.05694580078125, -1.5927963256835938]","[10.62628173828125, -26.645729064941406, -1.1220324039459229]","[601.79052734375, 1636.06103515625, 2.017747402191162]","[10.978666305541992, -26.427589416503906, -1.5927963256835938]",pedestrian,0.14329835772514343,False,False,78,True,True,True,False,False,False,True,6,-1,False,False,False,False,,,False,2.661060885650657,,False,True,,0,0,False,False
r2_a_zero,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,a98fba72bde9433fb882032d18aedb2e,1533151608.048151,9,5,691,propagated,defer,defer,0.0,0.41463592648506165,0.0,0.0,0.0,0.9982006549835205,1.0,0.7417961359024048,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0060744466419881e-18]","[0.0, 0.0, 0.0, 0.9997063279151917, 0.0, 7.07168176340234e-21]","[9.46435546875, -34.33258056640625, -1.3056221008300781]","[9.605216979980469, -33.583457946777344, -1.2462594509124756]","[600.5948486328125, 1638.53662109375, 2.1844496726989746]","[9.39224910736084, -33.7863655090332, -1.3056221008300781]",pedestrian,0.01667499542236328,False,False,-1,False,False,True,False,False,False,True,4,-1,False,False,False,False,,,False,2.1785915624042,,False,True,,1,0,False,False
r2_a_zero,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,a98fba72bde9433fb882032d18aedb2e,1533151608.048151,9,5,735,propagated,defer,defer,0.0,0.4274318218231201,0.0,0.0,0.0,0.991645336151123,1.0,0.7596052289009094,"[0.0, 0.0, 0.0, 1.0, 0.0, 2.6443721480107554e-14]","[0.0, 0.0, 0.0, 0.9997071623802185, 0.0, 7.942153475604214e-17]","[11.444580078125, -32.022735595703125, -1.2784042358398438]","[11.067974090576172, -32.02977752685547, -1.2205429077148438]","[600.84765625, 1636.41796875, 2.1423044204711914]","[11.379070281982422, -31.464658737182617, -1.2784042358398438]",pedestrian,0.01087976898998022,False,False,-1,False,False,False,False,False,True,True,-1,-1,False,False,False,False,,,False,2.679609100529565,,False,True,,0,0,False,False
r2_a_zero,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,a98fba72bde9433fb882032d18aedb2e,1533151608.048151,9,5,795,propagated,defer,defer,0.0,0.5107817053794861,0.0,0.0,0.0,0.9949809312820435,1.0,0.7673318386077881,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.5021814347981888e-10]","[0.0, 0.0, 0.0, 0.9997877478599548, 0.0, 1.5479929621128874e-13]","[11.498779296875, -27.3946533203125, -1.5658016204833984]","[11.0771484375, -27.40033531188965, -1.2941722869873047]","[604.3856811523438, 1633.4454345703125, 1.8536357879638672]","[11.498779296875, -27.3946533203125, -1.5658016204833984]",traffic_cone,0.01147619727998972,False,False,-1,False,False,False,False,False,True,True,-1,-1,False,False,False,False,,,False,4.434664787206557,,False,True,,0,0,False,False
r2_a_zero,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,1533151608.54802,10,5,848,propagated,defer,keep,0.0,0.5298687219619751,0.0,0.0,0.0,0.9930954575538635,1.0,0.7432087063789368,"[0.0, 0.0, 0.0, 1.0, 0.0, 6.644509014142799e-22]","[0.0, 0.0, 0.0, 0.9998010993003845, 0.0, 8.284161936792213e-27]","[8.37567138671875, -38.0059814453125, -1.6785259246826172]","[8.058738708496094, -37.98919677734375, -1.6531548500061035]","[601.4658203125, 1639.532470703125, 2.194276809692383]","[8.322842597961426, -37.46381378173828, -1.6785259246826172]",pedestrian,0.01824420876801014,False,False,-1,False,False,True,False,False,False,True,4,-1,False,False,False,False,,,False,2.1681206354320905,,False,True,,0,0,False,False
r2_a_zero,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,796b1988dd254f74bf2fb19ba9c5b8c6,1533151609.04789,11,5,713,propagated,defer,defer,0.0,0.35421475768089294,0.0,0.0,0.0,0.9791480302810669,1.0,0.7187383770942688,"[0.0, 0.0, 0.0, 1.0, 0.0, 6.074336945538193e-25]","[0.0, 0.0, 0.0, 0.9998924732208252, 0.0, 1.1771370872128272e-26]","[9.5980224609375, -40.821807861328125, -2.2235679626464844]","[8.720752716064453, -40.83583450317383, -2.3364081382751465]","[601.778076171875, 1638.2890625, 2.11295485496521]","[9.5399808883667, -40.227760314941406, -2.2235679626464844]",pedestrian,0.012477266602218151,False,False,-1,False,False,False,False,False,True,True,-1,-1,False,False,False,False,,,False,2.1461347409038964,,False,True,,0,0,False,False
r2_a_zero,camera_crash_5,recovery_1_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,1538984237.446737,48,5,845,propagated,defer,defer,4.0,0.4021035432815552,0.0,0.0,0.0,0.9051268696784973,1.0,0.707398533821106,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999837875366211, 0.0, 0.0]","[-3.741241455078125, -28.6231689453125, -2.0000572204589844]","[-3.021137237548828, -26.933744430541992, -1.701688289642334]","[728.7748413085938, 1813.5870361328125, 1.2373195886611938]","[-4.348969459533691, -28.703447341918945, -2.0000572204589844]",pedestrian,0.04718000069260597,False,False,213,True,True,True,False,False,False,True,1,-1,False,False,False,False,,,False,5.249272978969507,,False,True,,0,0,False,False
r2_a_zero,camera_crash_5,recovery_1_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,1538984237.446737,48,5,847,propagated,defer,defer,4.0,0.3730085790157318,0.0,0.0,0.0,0.9512810111045837,1.0,0.7337639927864075,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999858140945435, 0.0, 0.0]","[-0.79913330078125, -25.07421875, -1.8847236633300781]","[-2.1892127990722656, -23.832046508789062, -1.5966169834136963]","[726.2145385742188, 1811.6458740234375, 1.2116243839263916]","[-1.3860554695129395, -25.162166595458984, -1.8847236633300781]",pedestrian,0.07686594128608704,False,False,147,True,True,True,False,False,False,True,2,-1,False,False,False,False,,,False,2.0540606791684795,,False,True,,0,0,False,False
